电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
叶问5（剧情·2023）,2023,2023/4/5,普通档,63.95,49.35462,14.59537811,4.5,陈凯歌,"易烊千玺,徐峥",20.01,117.94,1,20.7962,39.4878,0.3103
功夫4（剧情·2025）,2025,2025/12/10,普通档,7.36,27.705906,20.34590591,7,沈腾,"雷佳音,王宝强",35.36,2114.95,1,20.7962,39.4878,0.3103
飞驰人生7（科幻·2020）,2020,2020/4/4,普通档,5,21.787767,16.78776741,7,宁浩,"黄渤,章子怡,雷佳音",28.9,202.09,1,20.7962,39.4878,0.3103
美人鱼（爱情·2024）,2024,2024/10/13,普通档,5.72,13.425046,7.705045967,7.8,周星驰,"易烊千玺,沈腾",38.12,71.13,1,20.7962,39.4878,0.3103
美人鱼（剧情·2022）,2022,2022/3/2,普通档,7.72,20.21133,12.49133041,7.5,周星驰,"王宝强,易烊千玺",31.2,104.31,1,20.7962,39.4878,0.3103
怒火8（悬疑·2022）,2022,2022/7/6,暑期档,20.49,25.8341,5.344100723,8.3,陈思诚,"张译,雷佳音,刘德华",33.92,1.95,1,20.7962,39.4878,0.3103
美人鱼4（喜剧·2022）,2022,2022/4/21,普通档,31.01,22.03257,8.977430115,5.6,吴京,"王宝强,雷佳音",40.55,90.03,1,20.7962,39.4878,0.3103
人生大事7（动作·2024）,2024,2024/12/16,普通档,31.93,26.802847,5.127153091,6.8,郭帆,"沈腾,贾玲",27.07,9.02,1,20.7962,39.4878,0.3103
叶问3（爱情·2023）,2023,2023/10/1,国庆档,4.19,27.618845,23.42884499,7.7,杜琪峰,"王宝强,贾玲,章子怡",30.68,3.47,1,20.7962,39.4878,0.3103
西游（战争·2020）,2020,2020/2/27,普通档,6.78,15.888514,9.108513565,7.4,陈思诚,沈腾,23.11,39.05,1,20.7962,39.4878,0.3103
万里归途7（剧情·2025）,2025,2025/12/12,普通档,8.96,19.262215,10.30221466,7.6,徐克,"章子怡,徐峥,吴京,贾玲",32.99,263.45,1,20.7962,39.4878,0.3103
怒火（喜剧·2021）,2021,2021/7/12,暑期档,53.51,31.920158,21.58984161,7.8,冯小刚,"沈腾,徐峥",48.93,1.91,1,20.7962,39.4878,0.3103
满江红（动作·2024）,2024,2024/11/11,普通档,0.86,17.104782,16.2447821,8.2,沈腾,"刘德华,易烊千玺,周冬雨",17.28,57.57,1,20.7962,39.4878,0.3103
四海1（动作·2024）,2024,2024/4/9,普通档,7.41,18.08501,10.67501053,9.3,张艺谋,"张译,雷佳音,易烊千玺,吴京",34.16,33.34,1,20.7962,39.4878,0.3103
封神7（悬疑·2024）,2024,2024/7/13,暑期档,3.46,21.334381,17.8743811,9.3,沈腾,"贾玲,周冬雨",28.81,0.37,1,20.7962,39.4878,0.3103
飞驰人生6（喜剧·2025）,2025,2025/3/14,普通档,1.07,13.952311,12.88231056,8.9,冯小刚,"雷佳音,王宝强,周冬雨,吴京",27.16,606.99,1,20.7962,39.4878,0.3103
怒火5（战争·2025）,2025,2025/3/29,普通档,5.09,19.52279,14.43279091,4.8,徐峥,"吴京,章子怡",23.79,17.31,1,20.7962,39.4878,0.3103
奇迹6（悬疑·2025）,2025,2025/11/16,普通档,0.45,19.439007,18.98900681,5.9,周星驰,"黄渤,章子怡",32.72,139.69,1,20.7962,39.4878,0.3103
悬崖之上9（战争·2021）,2021,2021/6/11,普通档,21.92,19.391815,2.528184814,8.7,吴京,"张译,章子怡",53.7,182.04,1,20.7962,39.4878,0.3103
扫毒5（战争·2022）,2022,2022/1/19,普通档,143.79,23.783792,120.0062075,5.6,陈凯歌,吴京,14.7,28.54,1,20.7962,39.4878,0.3103
唐探7（动作·2025）,2025,2025/3/4,普通档,30.44,18.583414,11.85658592,7.3,吴京,章子怡,10.41,12.92,1,20.7962,39.4878,0.3103
战狼（爱情·2023）,2023,2023/8/13,暑期档,0.91,21.05715,20.14714989,6.3,杜琪峰,"章子怡,王宝强,黄渤,吴京",6.42,163.06,1,20.7962,39.4878,0.3103
美人鱼6（爱情·2023）,2023,2023/12/19,普通档,17.87,25.310436,7.440436249,8.6,林超贤,"易烊千玺,黄渤,徐峥",46.27,1729.92,1,20.7962,39.4878,0.3103
怒火9（剧情·2020）,2020,2020/7/2,暑期档,1.38,16.370293,14.99029266,7.1,冯小刚,"黄渤,王宝强",22.41,37.33,1,20.7962,39.4878,0.3103
流浪地球（科幻·2023）,2023,2023/10/15,普通档,45.56,24.389776,21.17022377,6.4,林超贤,"沈腾,沈腾",28.71,6.33,1,20.7962,39.4878,0.3103
无名4（爱情·2021）,2021,2021/4/18,普通档,7.37,21.713356,14.34335602,6,徐克,吴京,28.07,121.32,1,20.7962,39.4878,0.3103
狙击手8（战争·2023）,2023,2023/11/22,普通档,1.58,18.31027,16.73027031,7.8,宁浩,"易烊千玺,周冬雨",50.1,19.06,1,20.7962,39.4878,0.3103
狙击手4（喜剧·2022）,2022,2022/6/29,普通档,6.15,27.965939,21.81593857,4.9,陈凯歌,"王宝强,沈腾,刘德华,易烊千玺",13.09,12.11,1,20.7962,39.4878,0.3103
西游（动作·2021）,2021,2021/3/15,普通档,2.46,11.875357,9.415356674,6.6,王家卫,"章子怡,吴京",58.03,440.88,1,20.7962,39.4878,0.3103
你好李焕英2（科幻·2025）,2025,2025/1/12,普通档,103.95,26.110657,77.83934326,5.7,宁浩,"吴京,刘德华,沈腾",42.27,156.15,1,20.7962,39.4878,0.3103
水门桥7（战争·2023）,2023,2023/5/22,普通档,45.29,15.631371,29.65862946,7,宁浩,"吴京,刘昊然,徐峥,贾玲",7.03,91.5,1,20.7962,39.4878,0.3103
战狼（动作·2021）,2021,2021/9/12,普通档,5.1,24.939638,19.83963814,6.9,郭帆,"吴京,刘昊然,贾玲,吴京",12.99,10.35,1,20.7962,39.4878,0.3103
美人鱼2（爱情·2020）,2020,2020/2/9,普通档,5.73,21.916803,16.18680336,7.2,张艺谋,"贾玲,章子怡,吴京",42.81,144.03,1,20.7962,39.4878,0.3103
功夫4（剧情·2021）,2021,2021/1/10,普通档,7.15,19.063908,11.91390762,6.8,冯小刚,"章子怡,周冬雨,黄渤,徐峥",37.29,17.57,1,20.7962,39.4878,0.3103
悬崖之上4（悬疑·2025）,2025,2025/2/13,普通档,7.81,14.545492,6.735492172,6.4,宁浩,沈腾,58.37,184.55,1,20.7962,39.4878,0.3103
狙击手6（战争·2022）,2022,2022/6/29,普通档,24.28,23.032616,1.247384338,8,陈思诚,"雷佳音,张译,沈腾",20.65,2.54,1,20.7962,39.4878,0.3103
热辣滚烫（战争·2020）,2020,2020/11/19,普通档,47.5,94.35995,46.8599472,5.6,冯小刚,"沈腾,黄渤",50.81,1078.56,1,20.7962,39.4878,0.3103
长津湖1（战争·2025）,2025,2025/2/2,春节档,2.76,23.342672,20.58267235,8.9,徐峥,沈腾,12.22,116.77,1,20.7962,39.4878,0.3103
功夫5（剧情·2023）,2023,2023/11/1,普通档,6.71,20.602121,13.89212135,5.9,周星驰,沈腾,48.89,243.43,1,20.7962,39.4878,0.3103
唐探（科幻·2024）,2024,2024/10/15,普通档,32.82,17.43049,15.38950951,5.6,沈腾,章子怡,14.02,0.53,1,20.7962,39.4878,0.3103
水门桥2（喜剧·2025）,2025,2025/6/16,普通档,21.46,30.743353,9.28335289,7,周星驰,吴京,55.76,9.17,1,20.7962,39.4878,0.3103
唐探（战争·2021）,2021,2021/7/25,暑期档,66.5,22.691475,43.80852509,8.5,周星驰,"徐峥,周冬雨,张译",49.93,5.32,1,20.7962,39.4878,0.3103
扫毒7（剧情·2025）,2025,2025/2/3,春节档,2.95,23.978884,21.02888374,6.1,陈思诚,"王宝强,雷佳音",56.3,112.8,1,20.7962,39.4878,0.3103
水门桥（动画·2020）,2020,2020/4/10,普通档,5.72,22.906223,17.1862233,6.6,郭帆,"黄渤,章子怡,徐峥",24.25,9.32,1,20.7962,39.4878,0.3103
满江红6（动画·2021）,2021,2021/2/11,普通档,30.09,26.467213,3.622787323,7.5,郭帆,"黄渤,吴京,刘昊然",50.22,0.85,1,20.7962,39.4878,0.3103
叶问5（爱情·2023）,2023,2023/4/2,普通档,24.12,28.94058,4.820580368,8,张艺谋,"王宝强,吴京,贾玲,易烊千玺",12.68,49.58,1,20.7962,39.4878,0.3103
功夫（剧情·2025）,2025,2025/5/12,普通档,0.56,21.991728,21.43172783,4.4,徐峥,"易烊千玺,徐峥,吴京",47.4,9.54,1,20.7962,39.4878,0.3103
扫毒（剧情·2020）,2020,2020/6/20,普通档,15.09,27.09655,12.00654999,6.9,宁浩,"黄渤,张译,刘昊然,雷佳音",52,38.55,1,20.7962,39.4878,0.3103
奇迹2（动作·2022）,2022,2022/1/28,普通档,2.9,28.633041,25.73304138,5.8,周星驰,"吴京,贾玲,徐峥",8.39,0.85,1,20.7962,39.4878,0.3103
无名（喜剧·2020）,2020,2020/7/10,暑期档,27.25,23.687223,3.562776566,8.5,冯小刚,贾玲,55.71,157.38,1,20.7962,39.4878,0.3103
长津湖（科幻·2021）,2021,2021/6/28,普通档,7.72,16.671326,8.951325684,5.8,徐克,"王宝强,章子怡,吴京,沈腾",30.99,138.54,1,20.7962,39.4878,0.3103
奇迹6（爱情·2025）,2025,2025/10/28,普通档,26.36,18.172062,8.18793808,9.2,郭帆,沈腾,38.97,53.86,1,20.7962,39.4878,0.3103
无名1（喜剧·2020）,2020,2020/1/13,普通档,1.69,20.90563,19.21563011,6.8,陈凯歌,"刘德华,刘昊然,吴京",15.62,87.92,1,20.7962,39.4878,0.3103
战狼6（科幻·2023）,2023,2023/3/28,普通档,3.36,22.033762,18.67376198,6.4,徐克,"雷佳音,张译,贾玲,王宝强",19.07,141.68,1,20.7962,39.4878,0.3103
战狼（喜剧·2021）,2021,2021/6/17,普通档,25.31,21.920683,3.389317093,7.2,徐峥,"章子怡,吴京",41.88,31.84,1,20.7962,39.4878,0.3103
满江红3（喜剧·2020）,2020,2020/9/19,普通档,44.37,21.461115,22.90888512,8.2,杜琪峰,"雷佳音,刘昊然,黄渤,刘德华",19.66,110.2,1,20.7962,39.4878,0.3103
热辣滚烫6（战争·2022）,2022,2022/11/29,普通档,53.37,19.569641,33.80035889,7.6,沈腾,"张译,刘德华,吴京,周冬雨",29.12,25.82,1,20.7962,39.4878,0.3103
无名7（战争·2025）,2025,2025/8/20,暑期档,3.91,33.36393,29.45392975,9.1,林超贤,"吴京,雷佳音,刘德华,张译",21.08,5.33,1,20.7962,39.4878,0.3103
叶问6（战争·2021）,2021,2021/1/27,春节档,48.23,29.953156,18.27684448,8.4,宁浩,"吴京,徐峥",32.56,0.43,1,20.7962,39.4878,0.3103
封神（动画·2020）,2020,2020/9/20,普通档,86.25,33.030876,53.21912384,5.3,贾玲,"雷佳音,王宝强,刘德华,易烊千玺",42.2,2.56,1,20.7962,39.4878,0.3103
奇迹8（喜剧·2022）,2022,2022/10/26,普通档,27.67,20.210806,7.459194107,8.3,陈凯歌,"刘昊然,吴京",55.53,0.33,1,20.7962,39.4878,0.3103
你好李焕英3（动画·2025）,2025,2025/6/28,普通档,15.07,23.135172,8.06517189,7.4,杜琪峰,"王宝强,周冬雨,刘德华,沈腾",44.85,12.31,1,20.7962,39.4878,0.3103
满江红9（动作·2022）,2022,2022/9/13,普通档,6.13,24.826727,18.69672691,5.6,贾玲,"黄渤,王宝强",23.54,3.55,1,20.7962,39.4878,0.3103
长津湖3（喜剧·2024）,2024,2024/7/20,暑期档,40.72,15.961226,24.75877354,5.6,林超贤,"吴京,易烊千玺",18.85,89.72,1,20.7962,39.4878,0.3103
满江红7（科幻·2020）,2020,2020/11/16,普通档,22.23,7.1630287,15.06697128,9.3,贾玲,"吴京,易烊千玺",56.61,8.07,1,20.7962,39.4878,0.3103
流浪地球6（动画·2020）,2020,2020/1/26,春节档,1.29,20.816807,19.52680679,6.8,冯小刚,"张译,王宝强,雷佳音",35.67,3972.1,1,20.7962,39.4878,0.3103
西游8（科幻·2020）,2020,2020/6/17,普通档,30,18.655636,11.34436417,7.2,郭帆,"周冬雨,徐峥",8.54,55.07,1,20.7962,39.4878,0.3103
四海3（动画·2020）,2020,2020/11/13,普通档,5.95,27.07969,21.12969093,8.8,陈凯歌,张译,42.83,36.18,1,20.7962,39.4878,0.3103
扫毒4（悬疑·2025）,2025,2025/4/29,普通档,4.22,27.28222,23.06222084,6.8,张艺谋,"易烊千玺,王宝强,周冬雨,沈腾",10.67,68.53,1,20.7962,39.4878,0.3103
长津湖（动作·2021）,2021,2021/8/15,暑期档,2.86,72.17085,69.31085266,6.5,沈腾,"沈腾,易烊千玺,吴京",20.09,149.96,1,20.7962,39.4878,0.3103
美人鱼5（动画·2020）,2020,2020/9/8,普通档,23.86,23.66783,0.192170486,6,周星驰,张译,12.92,6.73,1,20.7962,39.4878,0.3103
万里归途3（战争·2024）,2024,2024/10/6,国庆档,21.29,30.135511,8.845511398,6.4,王家卫,"徐峥,王宝强,章子怡,吴京",49.95,103.58,1,20.7962,39.4878,0.3103
万里归途9（爱情·2024）,2024,2024/8/27,暑期档,25.33,25.377289,0.047288818,7.9,徐峥,周冬雨,29.17,645.67,1,20.7962,39.4878,0.3103
战狼6（爱情·2021）,2021,2021/10/3,国庆档,19.2,14.887184,4.312815857,5.1,王家卫,"章子怡,张译,沈腾,吴京",14.91,142.97,1,20.7962,39.4878,0.3103
长津湖（剧情·2024）,2024,2024/8/8,暑期档,9.38,19.228859,9.848858948,7.3,周星驰,"王宝强,徐峥",33.95,2.76,1,20.7962,39.4878,0.3103
无名9（动画·2023）,2023,2023/5/14,普通档,4.03,33.453335,29.42333481,6,宁浩,"易烊千玺,刘德华",48.44,62.81,1,20.7962,39.4878,0.3103
无名4（悬疑·2025）,2025,2025/11/4,普通档,65.36,17.58187,47.77813087,8,徐克,"吴京,刘德华,刘昊然",49.1,26.54,1,20.7962,39.4878,0.3103
西游3（剧情·2025）,2025,2025/3/16,普通档,22.85,15.205358,7.644642448,6.2,周星驰,"易烊千玺,王宝强,雷佳音",34.62,100.89,1,20.7962,39.4878,0.3103
无名5（科幻·2023）,2023,2023/6/15,普通档,30,19.600359,10.39964104,8.9,宁浩,吴京,13.73,148.97,1,20.7962,39.4878,0.3103
功夫6（动作·2023）,2023,2023/8/2,暑期档,0.03,15.836318,15.80631802,5.5,徐克,"吴京,刘昊然",54.42,8.66,1,20.7962,39.4878,0.3103
奇迹（科幻·2022）,2022,2022/9/21,普通档,5.73,16.92735,11.19734909,6,王家卫,"吴京,黄渤,张译",31.03,138.95,1,20.7962,39.4878,0.3103
水门桥（悬疑·2020）,2020,2020/9/26,普通档,23.57,21.54897,2.021030731,5,徐克,易烊千玺,15.31,210.67,1,20.7962,39.4878,0.3103
悬崖之上（动作·2021）,2021,2021/8/2,暑期档,5.67,20.271154,14.6011544,6.2,张艺谋,"吴京,徐峥,沈腾",32.8,73.1,1,20.7962,39.4878,0.3103
热辣滚烫3（爱情·2023）,2023,2023/9/24,普通档,21.22,15.954659,5.265340538,7.6,陈思诚,沈腾,36.4,8.27,1,20.7962,39.4878,0.3103
狙击手1（科幻·2023）,2023,2023/12/24,普通档,59.02,19.70599,39.31401016,6.6,王家卫,徐峥,32.81,33.16,1,20.7962,39.4878,0.3103
热辣滚烫1（科幻·2025）,2025,2025/11/27,普通档,14.99,21.742449,6.752448807,7.7,杜琪峰,易烊千玺,30.13,33.47,1,20.7962,39.4878,0.3103
扫毒（爱情·2022）,2022,2022/8/22,暑期档,0.75,11.327461,10.57746124,7.6,冯小刚,"徐峥,雷佳音,周冬雨,黄渤",9.87,104.85,1,20.7962,39.4878,0.3103
热辣滚烫（剧情·2023）,2023,2023/8/17,暑期档,20.82,43.1301,22.31010025,4.2,王家卫,"徐峥,吴京,吴京,易烊千玺",16.2,0.15,1,20.7962,39.4878,0.3103
封神2（战争·2025）,2025,2025/8/28,暑期档,1.17,21.33072,20.1607209,8.7,陈思诚,"易烊千玺,吴京,黄渤",10.05,191.18,1,20.7962,39.4878,0.3103
人生大事5（战争·2025）,2025,2025/10/14,普通档,9.49,19.187712,9.697711716,6.6,宁浩,"刘德华,徐峥",38.25,2.84,1,20.7962,39.4878,0.3103
无名（剧情·2020）,2020,2020/8/24,暑期档,0.88,15.992617,15.11261665,7.9,郭帆,"易烊千玺,吴京,刘德华",39.99,62.13,1,20.7962,39.4878,0.3103
流浪地球6（动画·2021）,2021,2021/7/23,暑期档,1.7,15.955985,14.25598507,6.8,王家卫,"张译,章子怡",43.4,187.24,1,20.7962,39.4878,0.3103
功夫（战争·2022）,2022,2022/10/20,普通档,1.23,24.440271,23.21027138,8.1,陈思诚,"周冬雨,沈腾",11.02,3.63,1,20.7962,39.4878,0.3103
人生大事8（爱情·2023）,2023,2023/8/21,暑期档,61.51,25.869654,35.6403463,7.5,陈凯歌,"吴京,贾玲",20.98,7.18,1,20.7962,39.4878,0.3103
战狼（喜剧·2020）,2020,2020/7/13,暑期档,1.78,23.719473,21.93947289,8.3,张艺谋,"刘昊然,黄渤",47.84,3.83,1,20.7962,39.4878,0.3103
万里归途1（动画·2024）,2024,2024/8/10,暑期档,39.21,18.783749,20.42625137,8.6,冯小刚,"吴京,雷佳音",20.95,222.22,1,20.7962,39.4878,0.3103
你好李焕英4（动画·2022）,2022,2022/7/8,暑期档,10.26,26.260384,16.00038361,6.8,宁浩,刘昊然,12.75,124.83,1,20.7962,39.4878,0.3103
功夫5（剧情·2022）,2022,2022/11/4,普通档,79.13,34.31325,44.8167485,6.3,贾玲,吴京,26.15,0.8,1,20.7962,39.4878,0.3103
功夫9（科幻·2024）,2024,2024/12/10,普通档,1.99,17.113903,15.12390305,6.5,陈凯歌,"刘昊然,王宝强,徐峥",20.28,1353.76,1,20.7962,39.4878,0.3103
无名5（动画·2023）,2023,2023/10/16,普通档,2.42,20.032219,17.61221893,7.8,张艺谋,吴京,42.1,142.53,1,20.7962,39.4878,0.3103
怒火8（战争·2022）,2022,2022/7/28,暑期档,13.8,15.815436,2.015436363,7.1,张艺谋,"贾玲,易烊千玺,吴京",17.87,15.84,1,20.7962,39.4878,0.3103
误杀（科幻·2023）,2023,2023/7/29,暑期档,0.84,20.275743,19.43574348,7.2,吴京,刘德华,48.64,66.25,1,20.7962,39.4878,0.3103
扫毒（动画·2020）,2020,2020/4/5,普通档,66.96,44.79033,22.16967102,6.3,沈腾,"周冬雨,吴京,雷佳音,张译",50.87,22.95,1,20.7962,39.4878,0.3103
四海5（动画·2022）,2022,2022/12/16,普通档,12.69,19.384823,6.694822845,7.3,冯小刚,"沈腾,沈腾,吴京,周冬雨",20.83,143.28,1,20.7962,39.4878,0.3103
西游8（动作·2023）,2023,2023/1/5,普通档,49.17,18.232838,30.93716232,7.7,吴京,"吴京,徐峥,章子怡,沈腾",30.28,8.66,1,20.7962,39.4878,0.3103
热辣滚烫8（爱情·2024）,2024,2024/2/3,春节档,5.64,22.47594,16.8359407,8.6,杜琪峰,"贾玲,周冬雨,刘昊然,刘德华",28.02,42.26,1,20.7962,39.4878,0.3103
满江红4（剧情·2020）,2020,2020/8/30,暑期档,1.08,4.7528405,3.672840519,7.4,王家卫,张译,58.98,93.2,1,20.7962,39.4878,0.3103
悬崖之上8（战争·2025）,2025,2025/4/21,普通档,41.33,23.921434,17.4085656,7.6,杜琪峰,"张译,雷佳音",53.1,49.62,1,20.7962,39.4878,0.3103
封神7（悬疑·2022）,2022,2022/10/11,普通档,4.01,20.081549,16.07154869,7.6,杜琪峰,"徐峥,沈腾,王宝强,雷佳音",44.97,12,1,20.7962,39.4878,0.3103
悬崖之上5（剧情·2022）,2022,2022/10/2,国庆档,0.84,29.007675,28.16767517,5.9,徐峥,"雷佳音,黄渤",20.34,118.94,1,20.7962,39.4878,0.3103
奇迹（剧情·2021）,2021,2021/10/12,普通档,11.35,20.713558,9.363558197,8.3,张艺谋,"章子怡,吴京",44.82,53.81,1,20.7962,39.4878,0.3103
你好李焕英（喜剧·2023）,2023,2023/7/26,暑期档,5.53,5.957263,0.427262993,4.8,徐峥,"雷佳音,章子怡,张译",56.65,129.4,1,20.7962,39.4878,0.3103
满江红3（爱情·2022）,2022,2022/12/17,普通档,1.97,18.244146,16.27414635,7.4,陈思诚,"沈腾,吴京",5.62,1.65,1,20.7962,39.4878,0.3103
扫毒（动画·2023）,2023,2023/1/29,普通档,0.84,17.997332,17.15733162,6.8,徐峥,"周冬雨,易烊千玺",17.32,58.87,1,20.7962,39.4878,0.3103
战狼1（动作·2020）,2020,2020/8/7,暑期档,45.08,22.481691,22.59830864,8.2,徐克,"雷佳音,易烊千玺,刘德华,徐峥",53.07,64.15,1,20.7962,39.4878,0.3103
四海（剧情·2022）,2022,2022/6/10,普通档,1.34,20.418804,19.07880417,8.4,郭帆,"易烊千玺,雷佳音",6.79,1.72,1,20.7962,39.4878,0.3103
美人鱼（喜剧·2024）,2024,2024/1/24,春节档,8.59,38.74851,30.15850845,8.1,周星驰,吴京,50.67,218.68,1,20.7962,39.4878,0.3103
万里归途5（悬疑·2024）,2024,2024/1/20,普通档,2.94,17.85682,14.91681915,8.6,冯小刚,"王宝强,沈腾",56.05,2.36,1,20.7962,39.4878,0.3103
扫毒6（剧情·2021）,2021,2021/9/8,普通档,22.04,18.3329,3.707100906,8.4,陈思诚,易烊千玺,58.76,99.04,1,20.7962,39.4878,0.3103
四海1（爱情·2020）,2020,2020/3/20,普通档,0.7,37.316635,36.61663513,9.6,陈凯歌,"黄渤,徐峥,沈腾,易烊千玺",51.29,52.1,1,20.7962,39.4878,0.3103
你好李焕英9（动画·2024）,2024,2024/4/14,普通档,205.42,23.139574,182.2804259,8.5,郭帆,周冬雨,57.21,8.38,1,20.7962,39.4878,0.3103
叶问4（悬疑·2021）,2021,2021/2/10,普通档,4.49,22.616962,18.12696243,5.9,冯小刚,"王宝强,吴京",24.1,68.26,1,20.7962,39.4878,0.3103
功夫4（战争·2020）,2020,2020/12/8,普通档,11.76,26.69429,14.93429016,7.3,沈腾,"吴京,周冬雨,刘德华",11.85,0.87,1,20.7962,39.4878,0.3103
奇迹（爱情·2022）,2022,2022/2/2,春节档,26.96,20.78595,6.174050293,7.8,沈腾,"徐峥,吴京,易烊千玺,贾玲",51.96,19.66,1,20.7962,39.4878,0.3103
误杀1（科幻·2025）,2025,2025/11/25,普通档,6.16,33.516335,27.35633453,6,冯小刚,"吴京,张译",16.37,126.69,1,20.7962,39.4878,0.3103
你好李焕英（动作·2021）,2021,2021/7/14,暑期档,22.07,13.295234,8.774766273,5.8,王家卫,"黄渤,吴京,吴京",23.2,110.99,1,20.7962,39.4878,0.3103
万里归途（悬疑·2020）,2020,2020/3/3,普通档,2.5,19.59123,17.09123039,7.3,吴京,刘德华,51.21,78.18,1,20.7962,39.4878,0.3103
叶问（悬疑·2025）,2025,2025/9/15,普通档,0.79,20.83658,20.04658028,7.1,郭帆,沈腾,13.83,1112.02,1,20.7962,39.4878,0.3103
误杀8（悬疑·2022）,2022,2022/2/12,普通档,6.06,17.154701,11.09470123,7.1,王家卫,"张译,刘昊然",33.36,6.15,1,20.7962,39.4878,0.3103
水门桥（战争·2020）,2020,2020/1/6,普通档,9.67,29.931992,20.26199158,8,陈凯歌,"章子怡,黄渤,贾玲",53.81,95.06,1,20.7962,39.4878,0.3103
怒火7（科幻·2021）,2021,2021/6/4,普通档,8.57,35.26799,26.69799011,7.5,徐克,"吴京,王宝强",50.83,194.35,1,20.7962,39.4878,0.3103
功夫5（科幻·2024）,2024,2024/12/3,普通档,22.03,18.10524,3.924760132,6.6,徐峥,刘昊然,50.39,0.96,1,20.7962,39.4878,0.3103
万里归途（喜剧·2022）,2022,2022/2/22,普通档,6.71,17.01333,10.30333046,5.7,张艺谋,吴京,33.13,15.27,1,20.7962,39.4878,0.3103
叶问（动画·2024）,2024,2024/2/13,普通档,3.46,21.283384,17.82338432,7.7,冯小刚,徐峥,28.8,33.72,1,20.7962,39.4878,0.3103
流浪地球8（爱情·2025）,2025,2025/11/20,普通档,4.98,22.224882,17.24488213,5.3,郭帆,"刘昊然,章子怡,沈腾",45.38,1.71,1,20.7962,39.4878,0.3103
扫毒9（战争·2020）,2020,2020/5/27,普通档,67.91,25.97201,41.93799034,7.1,张艺谋,"张译,吴京,沈腾,沈腾",10.78,160.55,1,20.7962,39.4878,0.3103
美人鱼（科幻·2021）,2021,2021/7/11,暑期档,42.73,31.752481,10.97751854,7.3,宁浩,刘昊然,43.16,147.01,1,20.7962,39.4878,0.3103
奇迹8（动作·2023）,2023,2023/1/17,普通档,3.41,25.112177,21.7021769,6.2,吴京,"雷佳音,周冬雨,易烊千玺",52.52,40.56,1,20.7962,39.4878,0.3103
奇迹（战争·2023）,2023,2023/5/16,普通档,52.79,19.00404,33.78596024,5.9,陈凯歌,"沈腾,王宝强",31.8,3.17,1,20.7962,39.4878,0.3103
四海5（战争·2021）,2021,2021/6/1,普通档,20.77,17.724035,3.045964737,5,林超贤,"雷佳音,黄渤,张译,沈腾",38.11,35.84,1,20.7962,39.4878,0.3103
